id_producto,nombre_producto,categoria_producto,precio_producto,id_usuario,nombre_usuario,edad_usuario,genero_usuario,ubicacion_usuario,historial_compras,fecha_venta,cantidad_vendida,opiniones_usuarios,visitas_producto,carrito_abandonado,descuentos_aplicados,metodo_pago,frecuencia_compras,dispositivo_uso
1575,Producto C,Hogar,270.15,129,Maria,34,M,Ciudad C,"Producto B,Producto A,Producto B",28/11/23,7,1,7,1,10,Efectivo,Trimestral,Móvil
1011,Producto C,Electronica,116.22,128,Sofia,42,M,Ciudad A,"Producto A,Producto C",6/12/23,7,3,6,0,20,PayPal,Trimestral,Tablet
1694,Producto B,Ropa,331.71,143,Luis,42,H,Ciudad A,"Producto D,Producto A,Producto D,Producto A",19/11/23,6,3,17,0,20,Efectivo,Trimestral,Móvil
1499,Producto D,Hogar,222.41,124,Carlos,38,M,Ciudad B,Producto C,26/09/23,7,3,6,0,0,Transferencia,Semanal,Desktop
1006,Producto A,Juguetes,473.66,197,Carlos,45,H,Ciudad A,"Producto A,Producto C",22/12/23,6,4,11,0,10,Efectivo,Mensual,Móvil
1331,Producto D,Electronica,202.6,136,Ana,47,M,Ciudad A,"Producto D,Producto B,Producto D,Producto B",15/04/23,1,5,1,0,10,Tarjeta,Trimestral,Desktop
1906,Producto B,Electronica,155.19,164,Juan,59,M,Ciudad B,"Producto C,Producto B,Producto A",14/06/23,2,2,7,0,5,PayPal,Trimestral,Tablet
1936,Producto A,Ropa,290.18,125,Maria,18,M,Ciudad A,"Producto D,Producto D,Producto D",21/01/23,1,4,16,0,20,Transferencia,Trimestral,Móvil
1526,Producto D,Juguetes,110.22,157,Juan,21,M,Ciudad A,"Producto C,Producto B",9/10/23,7,3,6,0,5,Transferencia,Semanal,Móvil
1925,Producto C,Electronica,275.82,192,Maria,39,M,Ciudad C,"Producto A,Producto B",23/08/23,6,5,6,0,20,Transferencia,Semanal,Desktop
1933,Producto B,Electronica,345.58,140,Sofia,18,H,Ciudad B,Producto D,7/01/23,5,2,6,1,15,PayPal,Semanal,Tablet
1615,Producto C,Ropa,287.84,132,Luis,37,M,Ciudad C,Producto B,23/12/23,8,2,8,1,10,PayPal,Trimestral,Tablet
1060,Producto B,Electronica,241.92,159,Maria,21,M,Ciudad A,Producto A,30/09/23,3,4,18,0,5,Tarjeta,Mensual,Móvil
1187,Producto A,Hogar,256.96,157,Juan,63,H,Ciudad A,"Producto D,Producto D,Producto D,Producto D",5/01/23,2,4,3,0,20,Efectivo,Mensual,Móvil
1219,Producto A,Ropa,263.06,179,Ana,66,H,Ciudad B,"Producto D,Producto C,Producto B",11/07/23,8,4,9,1,20,Transferencia,Trimestral,Desktop
1596,Producto D,Juguetes,205.31,194,Sofia,48,H,Ciudad B,Producto C,1/12/23,4,2,11,0,5,PayPal,Trimestral,Desktop
1052,Producto B,Juguetes,148.8,120,Carlos,59,M,Ciudad C,"Producto B,Producto A",20/06/23,1,5,13,1,0,Transferencia,Mensual,Tablet
1712,Producto D,Hogar,203.89,134,Carlos,55,H,Ciudad B,Producto D,10/01/23,6,1,1,0,15,Transferencia,Trimestral,Tablet
1373,Producto A,Electronica,232.22,109,Juan,53,M,Ciudad C,"Producto D,Producto A,Producto C,Producto C",18/01/23,9,1,2,0,0,PayPal,Mensual,Desktop
1690,Producto B,Electronica,270.39,159,Juan,64,H,Ciudad C,Producto C,3/11/23,7,3,13,0,10,Tarjeta,Trimestral,Desktop
1245,Producto A,Hogar,344.71,167,Sofia,67,M,Ciudad B,"Producto B,Producto C",7/07/23,4,1,15,0,0,Efectivo,Trimestral,Móvil
1732,Producto B,Electronica,374.98,137,Luis,40,H,Ciudad A,"Producto C,Producto D,Producto B,Producto D",8/11/23,6,5,17,1,0,Transferencia,Trimestral,Desktop
1059,Producto C,Ropa,99.79,185,Sofia,58,H,Ciudad A,"Producto A,Producto D,Producto A,Producto A",6/08/23,3,4,7,0,15,Tarjeta,Mensual,Móvil
1365,Producto A,Hogar,206.59,127,Ana,42,M,Ciudad C,Producto B,8/07/23,2,1,6,0,10,PayPal,Mensual,Desktop
1366,Producto D,Hogar,314.58,182,Maria,44,H,Ciudad A,"Producto D,Producto B,Producto D",24/06/23,4,1,16,0,20,PayPal,Mensual,Desktop
1693,Producto A,Electronica,130.37,130,Luis,51,H,Ciudad C,"Producto A,Producto C",27/01/23,6,3,18,0,15,PayPal,Mensual,Desktop
1019,Producto C,Ropa,440.96,108,Ana,42,H,Ciudad A,"Producto C,Producto C,Producto D,Producto A",16/03/23,1,4,17,0,10,Efectivo,Trimestral,Tablet
1594,Producto D,Juguetes,445.95,139,Juan,45,M,Ciudad C,"Producto C,Producto A,Producto A",8/05/23,7,3,9,1,20,Efectivo,Trimestral,Tablet
1817,Producto B,Electronica,496.04,144,Juan,44,H,Ciudad A,Producto C,22/02/23,9,1,8,0,0,Transferencia,Mensual,Desktop
1779,Producto D,Juguetes,456.85,137,Juan,54,M,Ciudad B,"Producto D,Producto D,Producto A",24/09/23,2,3,11,0,15,Efectivo,Semanal,Tablet
1568,Producto B,Ropa,365.58,104,Luis,38,M,Ciudad C,"Producto B,Producto A",7/02/23,6,4,4,0,20,Efectivo,Mensual,Móvil
1583,Producto B,Ropa,414.4,142,Ana,24,H,Ciudad A,"Producto D,Producto C",30/08/23,8,1,5,1,15,Transferencia,Trimestral,Tablet
1469,Producto B,Hogar,18.04,177,Carlos,44,H,Ciudad C,"Producto B,Producto A,Producto B,Producto A",4/06/23,4,2,7,0,5,Tarjeta,Trimestral,Desktop
1392,Producto A,Electronica,170.56,135,Carlos,33,H,Ciudad A,Producto B,8/05/23,7,2,10,0,5,PayPal,Semanal,Desktop
1696,Producto B,Hogar,453.11,159,Luis,61,H,Ciudad B,"Producto D,Producto B,Producto B",27/06/23,1,4,13,0,5,Transferencia,Mensual,Móvil
1744,Producto D,Hogar,197.39,129,Luis,66,M,Ciudad C,"Producto C,Producto A,Producto C",1/01/24,7,5,12,0,5,PayPal,Mensual,Tablet
1013,Producto D,Hogar,283.44,195,Juan,64,H,Ciudad C,"Producto D,Producto C,Producto B",3/11/23,4,3,19,0,0,Efectivo,Mensual,Tablet
1247,Producto C,Juguetes,298.58,126,Juan,26,H,Ciudad B,"Producto B,Producto C",20/12/23,1,4,10,0,20,PayPal,Mensual,Móvil
1078,Producto A,Ropa,274.48,135,Juan,28,M,Ciudad B,Producto C,24/08/23,5,5,8,0,20,Tarjeta,Mensual,Desktop
1270,Producto B,Juguetes,388.83,141,Sofia,49,H,Ciudad A,Producto A,24/09/23,5,2,1,0,15,Tarjeta,Trimestral,Desktop
1521,Producto B,Ropa,342.6,165,Luis,45,M,Ciudad A,"Producto A,Producto A,Producto A",23/04/23,6,5,3,0,15,Tarjeta,Semanal,Tablet
1162,Producto C,Hogar,196.97,126,Carlos,24,H,Ciudad B,Producto C,3/09/23,5,1,6,0,10,Tarjeta,Trimestral,Desktop
1625,Producto D,Juguetes,132.2,101,Luis,57,H,Ciudad B,"Producto A,Producto B",5/08/23,2,4,6,0,0,Transferencia,Semanal,Móvil
1792,Producto D,Juguetes,163.26,161,Ana,34,H,Ciudad C,"Producto B,Producto A,Producto D,Producto B",14/01/23,3,1,2,0,20,Tarjeta,Semanal,Móvil
1256,Producto A,Juguetes,259.61,134,Maria,68,M,Ciudad A,"Producto A,Producto B,Producto D,Producto D",12/11/23,7,2,13,0,20,Efectivo,Mensual,Desktop
1558,Producto A,Electronica,360.68,112,Juan,59,H,Ciudad B,"Producto D,Producto C,Producto A",23/07/23,8,4,13,1,15,PayPal,Mensual,Tablet
1201,Producto A,Hogar,187.79,157,Sofia,38,M,Ciudad C,"Producto D,Producto B,Producto C",31/05/23,3,5,8,0,20,PayPal,Semanal,Desktop
1079,Producto B,Ropa,467.62,103,Juan,25,H,Ciudad B,"Producto C,Producto A,Producto D,Producto A",13/04/23,2,1,13,0,20,Efectivo,Semanal,Móvil
1076,Producto A,Electronica,134.7,146,Sofia,37,H,Ciudad B,"Producto C,Producto D",8/10/23,2,2,3,0,0,Tarjeta,Trimestral,Móvil
1608,Producto D,Juguetes,188.07,136,Sofia,54,M,Ciudad B,"Producto B,Producto C,Producto A,Producto A",9/12/23,8,1,5,0,20,PayPal,Semanal,Desktop
1717,Producto C,Electronica,252.23,178,Carlos,30,H,Ciudad B,"Producto B,Producto D,Producto C",28/10/23,2,1,9,1,0,PayPal,Trimestral,Móvil
1084,Producto A,Juguetes,56.03,151,Carlos,54,M,Ciudad A,"Producto A,Producto B,Producto C",15/12/23,9,4,16,0,10,Efectivo,Trimestral,Desktop
1617,Producto D,Electronica,259.04,119,Sofia,35,H,Ciudad C,"Producto D,Producto B,Producto C",12/06/23,8,4,2,0,5,PayPal,Trimestral,Desktop
1496,Producto D,Hogar,135.22,108,Maria,62,H,Ciudad C,"Producto A,Producto C,Producto B",17/02/23,3,3,16,0,15,Transferencia,Trimestral,Desktop
1232,Producto B,Juguetes,306.95,197,Luis,41,H,Ciudad B,"Producto A,Producto B",12/12/23,5,4,11,0,15,Tarjeta,Mensual,Tablet
1855,Producto B,Hogar,430.11,128,Carlos,18,M,Ciudad C,"Producto D,Producto D,Producto D",8/05/23,8,2,15,1,0,Efectivo,Semanal,Desktop
1726,Producto D,Juguetes,393.15,168,Ana,29,H,Ciudad C,"Producto B,Producto C,Producto B",26/06/23,1,4,2,0,10,Efectivo,Trimestral,Móvil
1456,Producto B,Ropa,154.71,165,Carlos,25,H,Ciudad B,"Producto D,Producto C",13/08/23,4,4,14,0,0,Transferencia,Semanal,Tablet
1024,Producto D,Electronica,238.12,129,Carlos,33,H,Ciudad C,"Producto C,Producto C",25/04/23,4,5,17,0,15,Transferencia,Semanal,Móvil
1697,Producto B,Electronica,480.28,112,Maria,19,M,Ciudad B,"Producto A,Producto A,Producto C,Producto C",21/10/23,4,5,13,0,10,Efectivo,Trimestral,Desktop
1349,Producto B,Electronica,91.13,150,Carlos,36,H,Ciudad C,"Producto A,Producto B",18/03/23,2,2,5,0,0,Transferencia,Semanal,Tablet
1375,Producto D,Hogar,328.66,113,Ana,54,H,Ciudad C,Producto D,30/12/23,3,4,3,0,0,Efectivo,Mensual,Desktop
1174,Producto B,Hogar,31.24,159,Maria,69,M,Ciudad C,"Producto C,Producto D,Producto B,Producto C",4/06/23,2,4,17,0,15,PayPal,Mensual,Móvil
1727,Producto C,Hogar,271.76,179,Ana,27,M,Ciudad C,"Producto B,Producto A",13/02/23,3,2,16,0,0,Transferencia,Mensual,Móvil
1189,Producto B,Hogar,232.98,159,Carlos,56,H,Ciudad A,"Producto A,Producto A",31/07/23,2,3,15,0,15,PayPal,Trimestral,Desktop
1316,Producto A,Electronica,214.32,173,Sofia,37,H,Ciudad C,"Producto A,Producto D",8/03/23,2,1,11,1,15,Transferencia,Mensual,Tablet
1855,Producto A,Hogar,150.56,144,Luis,53,M,Ciudad A,"Producto D,Producto A,Producto D,Producto B",24/05/23,8,4,6,1,20,Efectivo,Mensual,Móvil
1682,Producto A,Ropa,215.11,106,Carlos,53,M,Ciudad B,"Producto B,Producto A",15/09/23,7,5,11,0,0,Tarjeta,Semanal,Móvil
1778,Producto C,Electronica,156.54,126,Ana,20,H,Ciudad A,"Producto A,Producto D",12/12/23,9,5,12,1,10,Transferencia,Trimestral,Tablet
1893,Producto B,Juguetes,315.6,143,Sofia,61,H,Ciudad A,"Producto D,Producto C",20/05/23,5,1,12,0,0,Efectivo,Mensual,Tablet
1758,Producto D,Juguetes,30.5,139,Ana,63,H,Ciudad B,"Producto A,Producto B,Producto B,Producto A",14/05/23,4,3,15,0,5,PayPal,Semanal,Móvil
1799,Producto C,Ropa,41.43,134,Carlos,49,M,Ciudad B,Producto B,28/06/23,9,1,17,0,15,Tarjeta,Semanal,Móvil
1349,Producto B,Hogar,263.81,123,Carlos,49,M,Ciudad A,"Producto A,Producto B,Producto A,Producto A",29/11/23,8,5,16,0,5,Transferencia,Semanal,Tablet
1302,Producto C,Ropa,246.72,129,Juan,54,H,Ciudad A,"Producto B,Producto A,Producto D,Producto D",3/05/23,8,3,7,1,5,PayPal,Mensual,Tablet
1557,Producto B,Juguetes,40.05,154,Maria,50,M,Ciudad A,"Producto C,Producto B,Producto C,Producto A",5/07/23,1,1,12,0,5,PayPal,Mensual,Tablet
1564,Producto A,Electronica,91.16,169,Juan,58,H,Ciudad B,"Producto B,Producto D,Producto D,Producto B",29/10/23,4,2,15,0,0,Tarjeta,Semanal,Móvil
1089,Producto A,Ropa,284.45,146,Maria,40,H,Ciudad A,"Producto C,Producto D,Producto D,Producto A",14/04/23,2,1,8,0,0,Tarjeta,Trimestral,Móvil
1972,Producto D,Juguetes,470.3,136,Maria,18,M,Ciudad C,Producto B,14/06/23,9,5,12,1,20,Efectivo,Mensual,Tablet
1260,Producto B,Electronica,67.29,113,Ana,29,H,Ciudad B,"Producto B,Producto B,Producto A,Producto C",14/03/23,4,3,17,0,20,PayPal,Mensual,Móvil
1965,Producto B,Hogar,177.82,100,Ana,22,M,Ciudad B,"Producto B,Producto B",1/06/23,5,3,6,0,20,PayPal,Trimestral,Desktop
1878,Producto D,Hogar,425.71,174,Carlos,60,M,Ciudad C,"Producto A,Producto A",4/03/23,8,1,10,0,10,Transferencia,Mensual,Desktop
1156,Producto A,Juguetes,304.69,123,Juan,43,H,Ciudad A,"Producto D,Producto B,Producto C",9/10/23,5,1,5,0,10,Tarjeta,Trimestral,Desktop
1750,Producto A,Hogar,191.85,116,Juan,68,M,Ciudad B,"Producto C,Producto A",13/11/23,9,2,14,0,20,Transferencia,Trimestral,Móvil
1268,Producto A,Juguetes,75.17,130,Carlos,46,H,Ciudad C,Producto B,15/01/23,1,3,1,0,10,Transferencia,Mensual,Móvil
1804,Producto C,Hogar,424.11,190,Sofia,67,M,Ciudad C,"Producto C,Producto C,Producto A,Producto C",12/03/23,6,3,17,0,15,PayPal,Semanal,Tablet
1716,Producto C,Juguetes,60.47,163,Juan,64,M,Ciudad C,Producto B,3/02/23,2,4,18,0,5,PayPal,Semanal,Tablet
1413,Producto B,Hogar,486.22,179,Carlos,47,H,Ciudad B,"Producto A,Producto A,Producto A,Producto D",21/11/23,6,2,13,0,20,Tarjeta,Trimestral,Móvil
1260,Producto D,Juguetes,248.62,162,Maria,18,M,Ciudad B,"Producto A,Producto D",15/03/23,8,1,15,0,15,Efectivo,Mensual,Móvil
1799,Producto A,Juguetes,387.19,109,Ana,20,M,Ciudad C,"Producto A,Producto A,Producto D,Producto B",17/06/23,3,4,13,0,0,PayPal,Trimestral,Tablet
1248,Producto D,Ropa,338.48,176,Carlos,44,H,Ciudad C,"Producto B,Producto A,Producto C",13/12/23,9,3,15,0,0,Tarjeta,Mensual,Desktop
1531,Producto D,Electronica,341.93,148,Luis,69,M,Ciudad A,"Producto C,Producto B,Producto B",27/02/23,2,5,15,0,0,PayPal,Mensual,Móvil
1939,Producto C,Juguetes,316.86,153,Sofia,57,H,Ciudad B,"Producto D,Producto B",26/09/23,8,1,15,0,5,Efectivo,Trimestral,Desktop
1817,Producto B,Hogar,206.71,168,Juan,68,M,Ciudad A,"Producto C,Producto C,Producto B",7/09/23,3,3,11,1,5,PayPal,Trimestral,Desktop
1792,Producto B,Ropa,52.13,169,Carlos,21,H,Ciudad C,"Producto C,Producto C,Producto A,Producto A",26/06/23,3,3,11,0,15,Tarjeta,Semanal,Tablet
1986,Producto B,Electronica,11.76,116,Juan,24,H,Ciudad B,"Producto A,Producto A,Producto B,Producto B",16/07/23,4,2,3,0,0,Efectivo,Trimestral,Desktop
1339,Producto B,Juguetes,113.62,127,Ana,45,M,Ciudad B,"Producto D,Producto B,Producto D,Producto B",17/01/23,2,5,19,0,5,Transferencia,Trimestral,Desktop
1199,Producto D,Electronica,497.53,103,Luis,49,M,Ciudad B,Producto D,7/06/23,3,2,6,0,20,Transferencia,Mensual,Tablet
1460,Producto A,Juguetes,462.77,153,Juan,35,H,Ciudad B,"Producto C,Producto A",3/06/23,4,2,9,1,15,PayPal,Semanal,Desktop
1172,Producto D,Hogar,489.9,187,Ana,69,H,Ciudad A,"Producto A,Producto C,Producto B,Producto C",17/02/23,5,3,15,0,15,PayPal,Semanal,Tablet
1384,Producto A,Electronica,334.69,142,Ana,20,H,Ciudad C,"Producto D,Producto D,Producto A",25/01/23,3,1,14,0,10,Efectivo,Semanal,Tablet
1909,Producto A,Electronica,319.15,119,Ana,25,M,Ciudad B,"Producto A,Producto B,Producto D",2/04/23,7,1,9,0,10,PayPal,Mensual,Desktop
1250,Producto A,Hogar,354.75,172,Ana,21,H,Ciudad A,"Producto A,Producto D,Producto B,Producto C",10/08/23,6,1,11,0,20,PayPal,Trimestral,Móvil
1470,Producto A,Ropa,314.89,168,Ana,30,M,Ciudad A,"Producto A,Producto D,Producto B,Producto C",13/01/23,5,1,11,0,5,Transferencia,Trimestral,Desktop
1396,Producto A,Juguetes,251.68,125,Maria,28,H,Ciudad B,"Producto D,Producto C,Producto C,Producto B",18/04/23,7,1,1,0,20,Efectivo,Mensual,Móvil
1149,Producto D,Juguetes,118.7,166,Luis,42,H,Ciudad C,"Producto B,Producto A,Producto D",8/12/23,1,2,10,0,20,Tarjeta,Semanal,Tablet
1915,Producto D,Hogar,397.19,136,Carlos,68,H,Ciudad A,Producto A,7/08/23,3,2,8,1,15,PayPal,Semanal,Móvil
1354,Producto C,Electronica,380.37,150,Sofia,19,M,Ciudad C,"Producto D,Producto C",16/01/23,7,3,18,0,5,Transferencia,Trimestral,Desktop
1814,Producto C,Juguetes,404.43,130,Carlos,47,M,Ciudad B,"Producto B,Producto D,Producto C,Producto D",4/08/23,6,3,4,0,15,Tarjeta,Mensual,Móvil
1353,Producto A,Juguetes,97.04,126,Sofia,30,M,Ciudad C,"Producto D,Producto A",19/12/23,2,1,16,0,0,Efectivo,Trimestral,Desktop
1692,Producto A,Juguetes,163.13,103,Ana,45,M,Ciudad C,"Producto B,Producto D,Producto D,Producto C",9/08/23,9,5,9,1,5,Efectivo,Mensual,Móvil
1568,Producto D,Ropa,221.24,121,Juan,47,M,Ciudad B,"Producto B,Producto C",3/06/23,4,4,19,0,5,Tarjeta,Trimestral,Móvil
1122,Producto C,Juguetes,145.3,112,Ana,50,M,Ciudad C,"Producto B,Producto B",19/06/23,4,1,17,0,20,Efectivo,Semanal,Móvil
1205,Producto A,Electronica,328.08,194,Juan,60,H,Ciudad B,"Producto B,Producto D",28/01/23,6,1,19,0,10,Efectivo,Semanal,Móvil
1366,Producto D,Juguetes,309.93,179,Sofia,67,H,Ciudad C,"Producto B,Producto D",1/11/23,5,2,19,0,10,Efectivo,Mensual,Tablet
1751,Producto B,Ropa,232.6,117,Maria,39,H,Ciudad A,Producto B,25/04/23,4,1,10,0,5,Tarjeta,Semanal,Desktop
1567,Producto D,Hogar,454.8,166,Luis,21,H,Ciudad A,Producto A,31/12/23,1,4,15,0,20,PayPal,Mensual,Desktop
1851,Producto A,Electronica,470.77,198,Maria,25,H,Ciudad B,Producto D,4/09/23,1,4,9,0,0,PayPal,Mensual,Móvil
1860,Producto C,Ropa,405.37,163,Luis,55,M,Ciudad C,Producto B,2/09/23,5,3,8,1,5,Transferencia,Semanal,Desktop
1658,Producto C,Electronica,31.13,175,Ana,21,H,Ciudad C,"Producto D,Producto C,Producto B,Producto C",25/02/23,1,2,17,1,10,Tarjeta,Mensual,Desktop
1700,Producto D,Hogar,254.77,149,Luis,18,H,Ciudad B,"Producto A,Producto D,Producto A,Producto D",13/02/23,6,5,17,0,5,Efectivo,Semanal,Tablet
1275,Producto B,Electronica,393.05,137,Maria,42,M,Ciudad B,"Producto D,Producto D,Producto C",23/01/23,8,2,9,0,0,PayPal,Mensual,Móvil
1925,Producto B,Ropa,44.65,134,Sofia,36,H,Ciudad A,"Producto D,Producto C",14/03/23,9,2,4,0,0,PayPal,Mensual,Móvil
1194,Producto A,Juguetes,292.12,150,Ana,41,M,Ciudad B,"Producto C,Producto A",15/10/23,6,3,10,1,20,Efectivo,Semanal,Desktop
1401,Producto A,Hogar,66.5,133,Sofia,42,H,Ciudad C,Producto A,10/09/23,3,4,17,0,20,PayPal,Mensual,Tablet
1818,Producto A,Hogar,434.59,100,Carlos,36,H,Ciudad B,Producto C,5/03/23,6,1,1,0,20,Efectivo,Semanal,Tablet
1205,Producto A,Electronica,343.11,147,Luis,58,M,Ciudad C,"Producto D,Producto B,Producto C",18/08/23,4,5,18,0,20,Transferencia,Mensual,Tablet
1684,Producto B,Hogar,123.56,116,Juan,45,H,Ciudad C,Producto A,27/01/23,3,5,12,0,0,Tarjeta,Trimestral,Móvil
1335,Producto D,Ropa,71.21,113,Carlos,27,H,Ciudad C,"Producto A,Producto C",27/10/23,7,5,3,1,15,Efectivo,Semanal,Móvil
1990,Producto D,Ropa,42.44,178,Sofia,66,H,Ciudad B,"Producto B,Producto B,Producto C,Producto C",26/02/23,8,3,9,0,10,Tarjeta,Semanal,Móvil
1488,Producto A,Juguetes,97.55,197,Maria,19,H,Ciudad A,Producto D,24/06/23,2,4,3,0,10,Efectivo,Mensual,Tablet
1202,Producto A,Hogar,229.23,154,Juan,53,H,Ciudad A,"Producto D,Producto B,Producto C",15/09/23,2,2,9,0,20,Tarjeta,Mensual,Tablet
1216,Producto A,Ropa,179.67,177,Maria,48,M,Ciudad B,"Producto B,Producto D",3/10/23,9,2,13,0,20,Tarjeta,Semanal,Móvil
1288,Producto A,Ropa,409.15,157,Sofia,27,M,Ciudad A,Producto B,18/12/23,1,3,9,0,5,Transferencia,Mensual,Desktop
1495,Producto D,Hogar,283.22,140,Carlos,48,H,Ciudad C,"Producto B,Producto B",8/07/23,6,4,8,1,0,Transferencia,Trimestral,Móvil
1640,Producto B,Hogar,342.03,184,Maria,52,M,Ciudad A,Producto D,26/12/23,7,5,14,0,15,Efectivo,Semanal,Móvil
1786,Producto B,Juguetes,92.36,112,Carlos,42,H,Ciudad C,"Producto A,Producto A,Producto A,Producto D",9/05/23,2,3,13,0,15,Efectivo,Semanal,Móvil
1187,Producto C,Juguetes,388.2,155,Juan,30,H,Ciudad B,"Producto A,Producto D,Producto D,Producto A",14/04/23,4,3,5,0,20,Transferencia,Semanal,Móvil
1788,Producto C,Hogar,52.93,142,Carlos,45,M,Ciudad C,"Producto A,Producto C,Producto C,Producto C",20/12/23,9,2,6,0,15,Transferencia,Trimestral,Tablet
1884,Producto B,Hogar,371.66,180,Carlos,50,M,Ciudad A,"Producto D,Producto A,Producto D",3/11/23,6,1,17,0,0,Tarjeta,Trimestral,Desktop
1499,Producto A,Ropa,341.4,142,Maria,62,H,Ciudad B,"Producto A,Producto D",24/05/23,7,1,14,0,0,PayPal,Trimestral,Móvil
1820,Producto C,Ropa,159.05,196,Luis,60,M,Ciudad B,"Producto C,Producto C,Producto C",3/02/23,2,5,6,0,20,Tarjeta,Mensual,Móvil
1490,Producto B,Electronica,488.12,194,Sofia,66,M,Ciudad A,Producto D,13/12/23,5,5,11,0,20,Tarjeta,Mensual,Tablet
1498,Producto C,Electronica,337.54,142,Maria,53,H,Ciudad C,"Producto B,Producto C",26/11/23,9,4,17,0,20,Efectivo,Trimestral,Tablet
1792,Producto C,Ropa,249.86,148,Maria,34,M,Ciudad C,"Producto A,Producto D",24/03/23,1,1,10,0,15,PayPal,Mensual,Tablet
1282,Producto B,Ropa,483.36,197,Carlos,61,M,Ciudad C,Producto B,3/02/23,2,1,2,1,0,Transferencia,Semanal,Móvil
1817,Producto C,Ropa,68.97,174,Ana,49,H,Ciudad C,"Producto C,Producto D",22/05/23,6,3,11,0,0,PayPal,Trimestral,Tablet
1767,Producto A,Hogar,397.47,148,Luis,42,M,Ciudad B,"Producto D,Producto C",17/03/23,9,1,8,1,0,PayPal,Mensual,Desktop
1656,Producto C,Juguetes,168.07,157,Carlos,57,M,Ciudad A,"Producto C,Producto B,Producto C,Producto C",15/12/23,5,1,11,0,20,Tarjeta,Trimestral,Tablet
1230,Producto B,Electronica,203.95,166,Luis,43,H,Ciudad A,"Producto C,Producto D",24/07/23,5,5,15,0,10,PayPal,Trimestral,Tablet
1018,Producto C,Ropa,180.56,144,Luis,45,H,Ciudad A,"Producto B,Producto D",26/10/23,4,1,6,0,20,PayPal,Semanal,Tablet
1236,Producto C,Ropa,187.14,155,Juan,21,H,Ciudad A,"Producto B,Producto C,Producto B",16/01/23,4,1,1,0,0,Efectivo,Mensual,Desktop
1395,Producto B,Hogar,33.1,158,Juan,37,H,Ciudad A,"Producto D,Producto B",28/11/23,2,2,16,0,20,Tarjeta,Semanal,Tablet
1394,Producto A,Juguetes,470.14,157,Luis,52,H,Ciudad B,Producto D,30/10/23,9,4,16,0,20,Transferencia,Semanal,Móvil
1777,Producto C,Electronica,249.43,131,Ana,38,H,Ciudad A,Producto B,3/05/23,1,5,17,0,5,Tarjeta,Semanal,Móvil
1605,Producto A,Juguetes,81.4,174,Luis,61,M,Ciudad A,"Producto B,Producto B,Producto C,Producto B",15/09/23,4,1,6,0,20,Tarjeta,Semanal,Móvil
1952,Producto A,Ropa,432.38,135,Sofia,53,H,Ciudad C,Producto D,21/05/23,8,1,16,0,5,PayPal,Semanal,Móvil
1876,Producto A,Ropa,127.02,115,Maria,60,M,Ciudad C,Producto B,26/11/23,4,3,3,0,20,PayPal,Trimestral,Desktop
1342,Producto B,Electronica,469.18,193,Juan,48,M,Ciudad A,"Producto C,Producto B,Producto D",17/07/23,9,1,1,0,20,Efectivo,Semanal,Móvil
1598,Producto A,Electronica,171.91,187,Juan,27,H,Ciudad B,"Producto B,Producto D,Producto B",4/06/23,9,4,13,0,20,Transferencia,Trimestral,Tablet
1304,Producto B,Hogar,301.14,145,Ana,67,M,Ciudad A,"Producto B,Producto B,Producto B",25/01/23,4,4,12,0,15,PayPal,Trimestral,Móvil
1568,Producto D,Hogar,270.75,185,Juan,19,M,Ciudad B,"Producto A,Producto A,Producto C",3/06/23,6,1,8,0,5,PayPal,Mensual,Móvil
1911,Producto B,Hogar,307.41,155,Juan,58,H,Ciudad B,"Producto D,Producto D",23/03/23,7,4,6,0,10,PayPal,Mensual,Tablet
1206,Producto A,Ropa,24.42,186,Sofia,52,M,Ciudad B,"Producto D,Producto D,Producto B",8/08/23,9,2,4,1,5,Efectivo,Semanal,Tablet
1153,Producto A,Ropa,109.66,174,Juan,47,M,Ciudad B,"Producto C,Producto A,Producto A,Producto C",30/03/23,5,3,12,1,10,Tarjeta,Trimestral,Desktop
1869,Producto B,Ropa,467.65,199,Sofia,18,H,Ciudad A,"Producto A,Producto A,Producto B",8/06/23,6,4,8,0,5,Transferencia,Trimestral,Desktop
1937,Producto A,Hogar,483.14,173,Juan,36,M,Ciudad B,"Producto B,Producto A,Producto B",19/05/23,9,1,3,0,5,Transferencia,Mensual,Móvil
1113,Producto A,Hogar,488.91,153,Luis,32,H,Ciudad A,"Producto A,Producto A,Producto B",12/02/23,2,5,14,1,20,Transferencia,Mensual,Móvil
1765,Producto C,Ropa,201.8,184,Ana,33,M,Ciudad A,"Producto A,Producto B,Producto B",21/06/23,2,4,4,1,5,PayPal,Semanal,Tablet
1275,Producto A,Ropa,124.36,183,Juan,50,H,Ciudad A,"Producto A,Producto A,Producto B,Producto D",5/07/23,8,4,15,0,15,Transferencia,Trimestral,Desktop
1348,Producto A,Electronica,396.57,180,Sofia,29,M,Ciudad A,"Producto B,Producto D",15/09/23,1,4,12,1,5,PayPal,Semanal,Móvil
1209,Producto A,Electronica,298.25,112,Luis,47,H,Ciudad B,"Producto A,Producto B,Producto C",3/04/23,7,2,8,0,0,PayPal,Mensual,Desktop
1165,Producto A,Juguetes,215.6,196,Maria,53,M,Ciudad C,Producto C,11/01/23,7,3,19,1,20,Transferencia,Semanal,Desktop
